title,rating,num of ratings
Dane Cook: Troublemaker (2014),4.0,1
Dangerous Beauty (1998),4.166666666666667,3
Dangerous Ground (1997),3.0,2
Dangerous Liaisons (1988),4.0,25
"Dangerous Lives of Altar Boys, The (2002)",3.5,6
"Dangerous Method, A (2011)",3.0,2
Dangerous Minds (1995),3.1842105263157894,38
Danny Collins (2015),4.5,1
Danny Deckchair (2003),3.25,2
Dante's Inferno: An Animated Epic (2010),3.0,1
Dante's Peak (1997),2.625,24
Darby O'Gill and the Little People (1959),2.75,4
Daredevil (2003),2.5,32
Daria: Is It College Yet? (2002),1.0,1
Daria: Is It Fall Yet? (2000),4.0,1
"Darjeeling Limited, The (2007)",3.4285714285714284,21
Dark Blue (2003),3.0,3
Dark Blue World (Tmavomodrý svet) (2001),4.25,2
Dark City (1998),3.8229166666666665,48
"Dark Crystal, The (1982)",3.5441176470588234,34
Dark Days (2000),3.6666666666666665,3
"Dark Half, The (1993)",2.0,1
"Dark Knight Rises, The (2012)",3.9934210526315788,76
"Dark Knight, The (2008)",4.238255033557047,149
Dark Passage (1947),4.0,1
Dark Places (2015),2.0,1
Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),4.0,1
Dark Shadows (2012),2.5,6
Dark Skies (2013),3.0,2
Dark Star (1974),2.5,1
Dark Tide (2012),1.5,1
Dark Victory (1939),4.0,1
Dark Water (2005),2.0,3
Dark Water (Honogurai mizu no soko kara) (2002),4.0,1
Darkest Hour (2017),3.8333333333333335,3
"Darkest Hour, The (2011)",2.5,2
Darkman (1990),3.8333333333333335,3
"Darkman II: Return of Durant, The (1995)",2.5,1
Darkness (2002),1.5,3
Darkness Falls (2003),2.125,4
Darkon (2006),3.0,1
Darwin's Nightmare (2004),4.0,1
"Das Experiment (Experiment, The) (2001)",3.8636363636363638,11
Date Movie (2006),0.8333333333333334,3
Date Night (2010),3.3181818181818183,11
Date and Switch (2014),2.0,1
Date with an Angel (1987),1.3333333333333333,3
Daughters of the Dust (1991),4.0,1
Dave (1993),3.5460526315789473,76
Dave Chappelle: Deep in the Heart of Texas (2017),4.0,1
Dave Chappelle: Equanimity (2017),3.5,1
Dave Chappelle: For What it's Worth (2004),4.25,2
Dave Chappelle: Killin' Them Softly (2000),4.0,1
Dave Chappelle: The Age of Spin (2017),4.0,1
Dave Chappelle: The Bird Revelation (2017),3.5,1
David Cross: Making America Great Again (2016),3.0,1
"Davy Crockett, King of the Wild Frontier (1955)",3.0,1
Dawn of the Dead (1978),3.975,20
Dawn of the Dead (2004),3.90625,16
Dawn of the Planet of the Apes (2014),3.433333333333333,15
Day & Night (2010),4.1,5
"Day After Tomorrow, The (2004)",3.05,50
"Day After, The (1983)",3.0,1
Day Watch (Dnevnoy dozor) (2006),2.5,2
"Day at the Races, A (1937)",4.0,3
Day for Night (La Nuit Américaine) (1973),2.0,1
Day of Wrath (Vredens dag) (1943),4.0,2
"Day of the Beast, The (Día de la Bestia, El) (1995)",3.5,1
Day of the Dead (1985),3.625,8
"Day of the Doctor, The (2013)",4.571428571428571,7
"Day of the Jackal, The (1973)",4.083333333333333,6
"Day of the Locust, The (1975)",2.0,1
"Day the Earth Stood Still, The (1951)",3.82,25
"Day the Earth Stood Still, The (2008)",2.7857142857142856,7
Daybreakers (2010),3.4166666666666665,6
Daylight (1996),2.7083333333333335,12
Days of Being Wild (A Fei jingjyuhn) (1990),4.5,1
Days of Heaven (1978),3.6666666666666665,3
Days of Thunder (1990),2.710526315789474,19
Days of Wine and Roses (1962),4.0,2
"Daytrippers, The (1996)",3.6666666666666665,3
Dazed and Confused (1993),3.9285714285714284,42
De platte jungle (1978),5.0,1
De-Lovely (2004),4.0,1
Dead Again (1991),3.769230769230769,13
Dead Alive (Braindead) (1992),4.05,10
Dead Calm (1989),3.1666666666666665,12
Dead End (2003),3.5,2
Dead Fury (2008),3.0,1
"Dead Hate the Living!, The (2000)",3.0,1
Dead Heat (1988),3.0,1
Dead Like Me: Life After Death (2009),3.5,1
Dead Man (1995),3.966666666666667,15
Dead Man Walking (1995),3.8358208955223883,67
Dead Man on Campus (1998),2.2857142857142856,7
Dead Man's Shoes (2004),4.75,2
Dead Meat (2004),4.5,1
Dead Men Don't Wear Plaid (1982),3.3055555555555554,18
Dead Poets Society (1989),3.9593023255813953,86
"Dead Pool, The (1988)",3.0,6
Dead Presidents (1995),3.0,7
Dead Ringers (1988),3.6875,8
Dead Silence (2007),3.25,2
Dead Snow (Død snø) (2009),4.25,4
Dead Snow 2: Red vs. Dead (2014) ,4.0,2
"Dead Zone, The (1983)",3.7333333333333334,15
Dead of Night (1945),0.5,1
Dead or Alive 2: Tôbôsha (2000),4.5,1
Dead or Alive: Final (2002),1.5,1
Dead or Alive: Hanzaisha (1999),4.25,2
DeadHeads (2011),3.5,1
Deadfall (2012),1.5,1
Deadly Friend (1986),1.5,3
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),4.0,1
Deadpool (2016),3.8333333333333335,54
Deadpool 2 (2018),3.875,12
Deadtime Stories (1987),1.0,1
"Deal, The (2008)",2.0,1
Dear Diary (Caro Diario) (1994),4.0,1
Dear Frankie (2004),3.75,2
Dear God (1996),3.5,2
Dear John (2010),3.5,1
Dear Wendy (2005),3.6666666666666665,3
Dear Zachary: A Letter to a Son About His Father (2008),3.875,4
Death Becomes Her (1992),2.8666666666666667,15
Death Note (2017),1.6666666666666667,3
Death Note Rewrite: Genshisuru Kami (2007),4.0,2
Death Note: Desu nôto (2006–2007),5.0,1
Death Proof (2007),3.1346153846153846,26
Death Race (2008),3.2222222222222223,9
Death Race 2 (2010),3.5,2
Death Race 2000 (1975),3.6666666666666665,3
Death Sentence (2007),3.5,1
Death Smiles on a Murderer (1973),2.0,1
Death Wish (1974),3.0,4
Death Wish (2018),4.0,1
Death Wish 2 (1982),1.6666666666666667,3
Death Wish 3 (1985),1.5,2
Death Wish 4: The Crackdown (1987),1.0,1
Death Wish 5: The Face of Death (1994),1.0,1
Death and the Maiden (1994),3.4285714285714284,7
Death at a Funeral (2007),3.25,4
Death at a Funeral (2010),3.25,2
Death in Venice (Morte a Venezia) (1971),4.0,2
Death of a Cyclist (Muerte de un ciclista) (1955),3.0,1
Death of a President (2006),3.25,2
Death of a Salesman (1985),3.0,1
Death on the Nile (1978),3.0,1
Death to Smoochy (2002),3.3181818181818183,11
Deathgasm (2015),5.0,1
"Deaths of Ian Stone, The (2007)",3.0,1
Deathtrap (1982),4.5,2
"Debt, The (2011)",2.5,1
"Decade Under the Influence, A (2003)",3.5,3
"Decalogue, The (Dekalog) (1989)",5.0,1
Deceiver (1997),3.0,1
December Boys (2007),3.0,1
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3.0,1
"Decline of Western Civilization, The (1981)",3.75,2
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",4.0,1
Deconstructing Harry (1997),3.875,8
"Decoy Bride, The (2011)",3.6666666666666665,3
Dedication (2007),4.0,1
Deep Blue Sea (1999),2.7758620689655173,29
"Deep End of the Ocean, The (1999)",3.25,2
"Deep End, The (2001)",1.8333333333333333,3
Deep Impact (1998),3.0697674418604652,43
Deep Red (Profondo rosso) (1975),2.6,5
Deep Rising (1998),2.3,5
Deepwater Horizon (2016),3.5,1
"Deer Hunter, The (1978)",3.8255813953488373,43
Defending Your Life (1991),3.85,10
Defiance (2008),3.9285714285714284,7
"Defiant Ones, The (1958)",3.5,1
"Definitely, Maybe (2008)",3.4285714285714284,14
Delhi Belly (2011),4.0,1
Delicatessen (1991),3.8333333333333335,21
Delirious (1991),2.8333333333333335,3
Delirium (2014),5.0,1
Deliver Us from Evil (2006),4.5,2
Deliver Us from Evil (2014),3.0,1
Deliverance (1972),3.9,30
Delivery Man (2013),2.875,4
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),4.0,1
"Delta Force, The (1986)",2.0,1
Delta of Venus (1995),1.0,1
Demolition (2016),3.125,4
Demolition Man (1993),3.0925925925925926,81
"Den, The (2013)",3.5,1
Denis Leary: No Cure for Cancer (1993),3.0,2
Denise Calls Up (1995),5.0,1
Dennis the Menace (1993),1.8125,8
"Dennis the Menace Christmas, A (2007)",1.5,1
"Dentist, The (1996)",3.0,1
"Departed, The (2006)",4.252336448598131,107
Departures (Okuribito) (2008),4.1,5
Der Herr Karl (1961),3.0,1
Derailed (2002),0.5,1
Derailed (2005),3.25,4
"Dernier Combat, Le (Last Battle, The) (1983)",4.5,1
Dersu Uzala (1975),4.3,5
"Descendants, The (2011)",4.0,11
Descent (2007),1.0,1
"Descent, The (2005)",3.5454545454545454,11
Desert Hearts (1985),4.5,1
Desierto (2016),2.5,1
Designing Woman (1957),3.5,1
Desk Set (1957),3.75,2
Desperado (1995),3.5606060606060606,66
Desperate Living (1977),3.5,1
Desperate Measures (1998),2.5,4
Desperately Seeking Susan (1985),2.6666666666666665,24
Despicable Me (2010),3.6842105263157894,38
Despicable Me 2 (2013),3.5789473684210527,19
Despicable Me 3 (2017),2.25,2
Despite the Falling Snow (2016),2.0,1
Destiny Turns on the Radio (1995),2.3333333333333335,3
Destry Rides Again (1939),3.75,2
Detachment (2011),4.0,1
Detour (1945),3.5,2
Detroit Rock City (1999),2.85,10
Deuce Bigalow: European Gigolo (2005),2.8333333333333335,3
Deuce Bigalow: Male Gigolo (1999),2.323529411764706,17
Deuces Wild (2002),2.5,2
Devil (2010),3.25,2
Devil Dog: The Hound of Hell (1978),4.0,1
"Devil Wears Prada, The (2006)",3.5588235294117645,34
"Devil and Daniel Johnston, The (2005)",4.5,1
"Devil and Max Devlin, The (1981)",2.5,2
Devil in a Blue Dress (1995),3.3214285714285716,14
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",3.35,10
"Devil's Own, The (1997)",2.8333333333333335,15
Devil's Playground (2002),4.25,2
"Devil's Rejects, The (2005)",3.7142857142857144,7
Devils on the Doorstep (Guizi lai le) (2000),4.0,1
DiG! (2004),4.125,4
Diabolique (1996),2.6818181818181817,11
Diabolique (Les diaboliques) (1955),3.125,4
Dial M for Murder (1954),4.1,25
"Diamond Arm, The (Brilliantovaya ruka) (1968)",3.5,2
Diamonds Are Forever (1971),3.5,21
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",3.75,2
Diary of a Country Priest (Journal d'un curé de campagne) (1951),3.5,3
Diary of a Wimpy Kid (2010),3.5,1
Diary of a Wimpy Kid: Dog Days (2012),3.0,1
Diary of a Wimpy Kid: Rodrick Rules (2011),3.5,1
Diary of the Dead (2007),2.8333333333333335,3
Dick (1999),3.5,8
Dick Tracy (1990),2.8846153846153846,26
Dickie Roberts: Former Child Star (2003),2.3,5
"Dictator, The (2012)",3.5588235294117645,17
Did You Hear About the Morgans? (2009),3.0,1
Die Another Day (2002),2.925925925925926,27
Die Frauen von Ravensbrück (2005),4.5,1
Die Hard (1988),3.8620689655172415,145
Die Hard 2 (1990),3.4044117647058822,68
Die Hard: With a Vengeance (1995),3.5555555555555554,144
Digging Up the Marrow (2014),3.0,1
Digimon: The Movie (2000),3.0,1
Dil To Pagal Hai (1997),4.0,1
"Dilemma, The (2011)",2.5,2
Diner (1982),3.75,14
"Dinner Game, The (Dîner de cons, Le) (1998)",4.333333333333333,3
Dinner Rush (2000),3.5,1
Dinner at Eight (1933),3.5,1
Dinner for Schmucks (2010),3.2857142857142856,7
Dinosaur (2000),3.107142857142857,14
Dinotopia (2002),3.3333333333333335,3
Dirty 30 (2016),2.5,1
Dirty Dancing (1987),3.369047619047619,42
Dirty Dancing: Havana Nights (2004),3.4,5
"Dirty Dozen, The (1967)",3.96875,32
Dirty Grandpa (2016),2.875,4
Dirty Harry (1971),3.775,20
Dirty Pretty Things (2002),3.625,12
Dirty Rotten Scoundrels (1988),4.125,16
Dirty Work (1998),3.2142857142857144,7
Disaster Movie (2008),0.8333333333333334,3
Disclosure (1994),3.5384615384615383,52
Disconnect (2012),1.5,1
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",4.3,5
Disgrace (2008),3.5,1
"Dish, The (2001)",4.0,7
Disorganized Crime (1989),4.0,1
"Distinguished Gentleman, The (1992)",3.5,2
District 13 (Banlieue 13) (2004),3.8,5
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),3.75,2
District 9 (2009),3.776923076923077,65
Disturbia (2007),3.15,10
Disturbing Behavior (1998),2.0,3
Diva (1981),3.8,5
Divergent (2014),3.0,18
Divided We Fall (Musíme si pomáhat) (2000),3.8333333333333335,3
Divine Secrets of the Ya-Ya Sisterhood (2002),3.125,4
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",4.1,5
"Divo, Il (2008)",4.0,2
Divorce - Italian Style (Divorzio all'italiana) (1961),4.5,2
"Divorce, Le (2003)",3.5,1
"Divorcee, The (1930)",4.0,1
Django Unchained (2012),3.943661971830986,71
"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",4.0,1
Do the Right Thing (1989),4.037037037037037,27
Dobermann (1997),2.5,1
Doc Hollywood (1991),3.0,6
Doctor Dolittle (1967),3.772727272727273,11
Doctor Strange (2016),3.7045454545454546,22
Doctor Who: A Christmas Carol (2010),4.75,2
Doctor Who: Last Christmas (2014),3.75,2
Doctor Who: Planet of the Dead (2009),3.0,4
"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",4.166666666666667,3
Doctor Who: The Husbands of River Song (2015),4.25,2
Doctor Who: The Next Doctor (2008),2.875,4
Doctor Who: The Runaway Bride (2007),4.0,4
Doctor Who: The Time of the Doctor (2013),4.5,3
Doctor Who: The Waters of Mars (2009),4.0,4
Doctor Who: Voyage Of The Damned (2007),4.5,3
Doctor Zhivago (1965),4.142857142857143,21
"Doctor, The (1991)",4.0,1
Dodgeball: A True Underdog Story (2004),3.551282051282051,39
Dog Day Afternoon (1975),3.9342105263157894,38
Dog Days (Hundstage) (2001),3.0,1
Dog Park (1998),2.0,1
Dog Soldiers (2002),4.666666666666667,3
Dogfight (1991),4.166666666666667,3
Dogma (1999),3.6455696202531644,79
Dogman (2018),3.5,1
Dogtown and Z-Boyz (2001),3.7857142857142856,7
Dogville (2003),4.025,20
"Dolce Vita, La (1960)",3.75,6
Dolls (1987),2.5,1
Dolls (2002),4.25,2
Dolores Claiborne (1995),3.3958333333333335,24
Domestic Disturbance (2001),2.0,1
Dominick and Eugene (1988),3.0,1
Dominion: Prequel to the Exorcist (2005),2.5,1
Domino (2005),2.875,8
Don Camillo in Moscow (1965),3.0,1
Don Jon (2013),3.125,8
Don Juan DeMarco (1995),3.6125,40
Don't Be Afraid of the Dark (2010),3.0,2
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.7142857142857144,7
Don't Breathe (2016),3.3,5
Don't Look Now (1973),0.5,1
Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),4.5,1
Don't Move (Non ti muovere) (2004),4.5,1
Don't Say a Word (2001),2.5,5
Don't Tell Mom the Babysitter's Dead (1991),2.3461538461538463,13
Donnie Brasco (1997),3.7403846153846154,52
Donnie Darko (2001),3.981651376146789,109
Doom (2005),2.15,10
"Doom Generation, The (1995)",2.8333333333333335,3
Doomsday (2008),4.0,1
"Door in the Floor, The (2004)",2.5,1
"Doors, The (1991)",3.4054054054054053,37
Dope (2015),3.5833333333333335,6
Dorian Gray (2009),3.0,5
Double Dragon (1994),1.0,1
Double Happiness (1994),4.0,2
Double Impact (1991),3.25,2
Double Indemnity (1944),4.323529411764706,17
Double Jeopardy (1999),3.026315789473684,19
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",4.0,3
"Double Life, A (1947)",2.5,1
Double Take (2001),2.5,2
Double Team (1997),4.0,3
Double Trouble (1992),1.0,1
"Double, The (2011)",1.5,1
"Double, The (2013)",4.0,1
Doubt (2008),3.357142857142857,7
Doug's 1st Movie (1999),2.0,2
Down Argentine Way (1940),5.0,1
Down Periscope (1996),2.9516129032258065,31
Down Terrace (2009),4.0,1
Down and Out in Beverly Hills (1986),3.0,5
Down by Law (1986),4.045454545454546,11
Down in the Valley (2005),3.25,2
Down to Earth (2001),2.4166666666666665,12
Down to You (2000),2.0,4
Down to the Bone (2004),3.0,1
Down with Love (2003),2.9,10
"Downfall (Untergang, Der) (2004)",3.875,20
Dr. Dolittle (1998),2.609375,32
Dr. Dolittle 2 (2001),2.3636363636363638,11
Dr. Giggles (1992),4.0,1
Dr. Goldfoot and the Bikini Machine (1965),5.0,1
Dr. Horrible's Sing-Along Blog (2008),3.9166666666666665,24
Dr. Jekyll and Mr. Hyde (1931),2.0,2
Dr. Jekyll and Mr. Hyde (1941),3.75,2
Dr. No (1962),3.712121212121212,33
Dr. Phibes Rises Again (1972),4.5,1
Dr. Seuss' The Lorax (2012),3.1,5
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.268041237113402,97
Dr. T and the Women (2000),2.125,4
Dr. Terror's House of Horrors (1965),1.5,1
Dracula (1931),3.3333333333333335,9
Dracula (1979),4.5,1
Dracula (Bram Stoker's Dracula) (1992),3.4655172413793105,29
Dracula 2000 (2000),1.8,5
Dracula Untold (2014),3.5,4
Dracula: Dead and Loving It (1995),2.4210526315789473,19
Drag Me to Hell (2009),3.75,6
Dragnet (1987),2.5,4
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),2.0,1
Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993),4.0,1
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),3.0,2
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),4.0,1
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),4.0,1
Dragon Ball Z: Battle of Gods (2013),4.0,2
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),4.0,1
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),4.0,1
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),4.0,1
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),4.0,1
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),4.0,2
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),4.0,1
Dragon Ball Z: Resurrection of F (2015),4.0,1
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),3.75,2
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),3.25,2
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),4.0,1
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),3.5,1
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),3.25,2
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),3.5,1
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996),3.5,1
Dragon Blade (2015),2.0,1
Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),3.5,1
Dragon Seed (1944),3.5,1
Dragon ball Z 04: Lord Slug (1991),4.0,1
Dragon: The Bruce Lee Story (1993),2.8125,8
Dragonfly (2002),3.5,3
Dragonheart (1996),3.0923076923076924,65
Dragonheart 2: A New Beginning (2000),4.5,1
Dragonheart 3: The Sorcerer's Curse (2015),4.0,1
Dragons: Gift of the Night Fury (2011),5.0,1
Dragonslayer (1981),4.083333333333333,6
Drained (O cheiro do Ralo) (2006),4.0,1
"Draughtsman's Contract, The (1982)",3.7,5
"Dream Team, The (1989)",3.375,4
Dream a Little Dream (1989),2.0,1
Dream for an Insomniac (1996),4.0,1
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",5.0,1
Dreamcatcher (2003),2.642857142857143,7
Dreamer: Inspired by a True Story (2005),2.5,1
"Dreamers, The (2003)",3.730769230769231,13
Dreamgirls (2006),3.1,5
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",3.75,4
Dreamscape (1984),2.6666666666666665,6
Dredd (2012),3.7142857142857144,14
Dressed to Kill (1980),1.0,1
"Dresser, The (1983)",3.0,1
Drift (2013),2.0,1
Drillbit Taylor (2008),3.5,2
Drinking Buddies (2013),2.3333333333333335,3
Drive (2011),3.765625,32
Drive Angry (2011),3.75,2
Drive Hard (2014),1.5,1
Drive Me Crazy (1999),2.1,5
Driven (2001),3.0,5
Driving Miss Daisy (1989),3.739130434782609,23
Drop Dead Fred (1991),2.8333333333333335,6
Drop Dead Gorgeous (1999),3.2,10
Drop Zone (1994),2.8636363636363638,22
Drowning Mona (2000),1.3333333333333333,3
Drowning by Numbers (1988),4.0,1
Drugstore Cowboy (1989),4.15,10
Drumline (2002),2.9166666666666665,6
Drunken Master (Jui kuen) (1978),4.05,10
Drunks (1995),3.0,1
"Duchess, The (2008)",3.5,4
Duck Amuck (1953),4.0,1
Duck Soup (1933),3.8043478260869565,23
"Duck, You Sucker (1971)",3.5,4
"Dude, Where's My Car? (2000)",2.727272727272727,33
Dudley Do-Right (1999),1.5,2
Due Date (2010),3.1,10
Duel (1971),3.2,5
Duel in the Sun (1946),5.0,1
"Duellists, The (1977)",4.166666666666667,3
Duets (2000),3.25,2
"Dukes of Hazzard, The (2005)",2.0833333333333335,12
Duma (2005),3.5,1
Dumb & Dumber (Dumb and Dumber) (1994),3.0601503759398496,133
Dumb and Dumber To (2014),2.3333333333333335,3
Dumb and Dumberer: When Harry Met Lloyd (2003),1.9545454545454546,11
Dumbo (1941),3.3857142857142857,35
Dummy (2002),3.625,4
Dune (1984),3.4324324324324325,37
Dune (2000),4.375,4
Dungeons & Dragons (2000),1.8333333333333333,12
Dunkirk (2017),3.423076923076923,13
Dunston Checks In (1996),2.5,7
Duplex (2003),2.4285714285714284,7
Duplicity (2009),2.5,1
Dust (2001),2.5,1
Dutch (1991),2.5,1
Dying Young (1991),3.75,4
Dying of the Light (2014),1.5,1
Dylan Moran: Monster (2004),5.0,1
Déjà Vu (1997),4.5,1
Déjà Vu (Deja Vu) (2006),3.3,20
E.T. the Extra-Terrestrial (1982),3.7663934426229506,122
EDtv (1999),2.973684210526316,19
Eagle Eye (2008),3.0625,8
"Eagle Has Landed, The (1976)",3.25,6
"Eagle, The (2011)",2.0,1
"Ear, The (Ucho) (1970)",4.0,1
Earth (2007),3.5,1
Earth Girls Are Easy (1988),2.25,8
Earth vs. the Flying Saucers (1956),1.0,1
Earthlings (2006),4.0,1
Earthquake (1974),2.6666666666666665,3
Earthsea (Legend of Earthsea) (2004),3.0,1
East is East (1999),3.2,5
East of Eden (1955),3.9166666666666665,6
East-West (Est-ouest) (1999),4.0,1
Easter Parade (1948),3.3333333333333335,3
Eastern Promises (2007),4.026315789473684,19
Easy A (2010),3.7962962962962963,27
Easy Money (1983),3.625,4
Easy Rider (1969),3.603448275862069,29
Eat Drink Man Woman (Yin shi nan nu) (1994),3.892857142857143,14
Eat Pray Love (2010),3.5,2
Eaten Alive (1977),1.5,1
Echelon Conspiracy (2009),2.0,1
Ed (1996),2.6,5
Ed Wood (1994),3.6785714285714284,70
Eddie (1996),3.0,5
Eddie Izzard: Dress to Kill (1999),4.5,2
Eddie Izzard: Glorious (1997),3.5,1
Eddie Murphy Delirious (1983),4.375,4
Eddie Murphy Raw (1987),3.5,6
Eddie and the Cruisers (1983),2.0,2
Eddie the Eagle (2016),2.8333333333333335,3
Eden (2014),4.0,1
Eden Lake (2008),4.0,1
"Edge of Heaven, The (Auf der anderen Seite) (2007)",3.5,1
"Edge of Love, The (2008)",3.0,1
Edge of Tomorrow (2014),3.977272727272727,44
"Edge, The (1997)",3.0,11
Edmond (2005),3.5,3
Educating Rita (1983),3.1666666666666665,3
"Education, An (2009)",3.8333333333333335,6
"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",4.0,5
Edward Scissorhands (1990),3.7,80
Eichmann (2007),5.0,1
Eight Below (2006),3.0,4
Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),1.5,4
Eight Legged Freaks (2002),2.75,8
Eight Men Out (1988),3.75,10
"Eighth Day, The (Huitième jour, Le) (1996)",3.5,1
Einstein and Eddington (2008),3.5,1
El Cid (1961),3.0,1
Election (1999),3.6607142857142856,56
Elections Day (2007),4.5,1
Electra Glide in Blue (1973),3.5,1
Electroma (2006),1.0,1
Elektra (2005),2.05,10
Elektra Luxx (2010),2.5,2
"Element of Crime, The (Forbrydelsens Element) (1984)",4.0,1
Elephant (2003),3.5555555555555554,9
"Elephant Man, The (1980)",4.029411764705882,17
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),4.0,1
Elf (2003),3.6923076923076925,39
Elite Squad (Tropa de Elite) (2007),4.3,10
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),4.357142857142857,7
Elizabeth (1998),3.6739130434782608,23
Elizabeth: The Golden Age (2007),2.75,2
Elizabethtown (2005),3.5,4
Ella Enchanted (2004),3.357142857142857,7
Elle (2016),4.0,1
Elling (2001),4.5,2
Elmer Gantry (1960),4.0,2
Elsa & Fred (2005),3.5,1
Elsa & Fred (2014),2.0,1
Elysium (2013),3.3125,16
"Embalmer, The (Imbalsamatore, L') (2002)",4.0,1
Embassy (2013),4.0,1
Embrace of the Serpent (2016),3.5,1
"Emerald Forest, The (1985)",3.0,1
Emerald Green (2016),4.0,1
Emma (1996),3.903225806451613,31
Emma (2009),2.5,2
Emmanuelle (1974),3.5,1
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3.6666666666666665,3
"Emperor's New Clothes, The (2001)",4.0,1
"Emperor's New Groove 2: Kronk's New Groove, The (2005)",4.5,1
"Emperor's New Groove, The (2000)",3.7162162162162162,37
Empire (2002),4.5,1
Empire Records (1995),3.3846153846153846,13
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),4.5,1
Empire of the Sun (1987),3.95,10
Employee of the Month (2004),2.25,2
Employee of the Month (2006),2.8333333333333335,6
Empties (2007),5.0,1
Enchanted (2007),3.676470588235294,17
Enchanted April (1992),4.0,6
Encino Man (1992),2.4,15
Encounters at the End of the World (2008),4.5,3
End of Days (1999),2.7,15
End of Watch (2012),3.9166666666666665,6
"End of the Affair, The (1999)",4.0,1
Ender's Game (2013),3.4375,16
Endgame (2009),3.0,1
Endless Poetry (2016),3.5,1
"Endless Summer, The (1966)",4.166666666666667,3
"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",3.5,1
Enemy (2013),3.5,7
Enemy Mine (1985),4.0,4
Enemy at the Gates (2001),3.5125,40
Enemy of the State (1998),3.4925373134328357,67
"Enforcer, The (1976)",4.0,1
"English Patient, The (1996)",3.7111111111111112,45
"English Teacher, The (2013)",2.0,1
English Vinglish (2012),5.0,1
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",3.2045454545454546,22
Enigma (2001),3.142857142857143,7
Enough (2002),4.0,3
Enough Said (2013),3.0,2
