title,imdbId,tmdbId
Hilary and Jackie (1998),150915,46992.0
Playing by Heart (1998),145734,825.0
At First Sight (1999),132512,15556.0
In Dreams (1999),120710,28902.0
Varsity Blues (1999),139699,14709.0
Virus (1999),120458,9423.0
Howard the Duck (1986),91225,10658.0
"Gate, The (1987)",93075,6917.0
"Boy Who Could Fly, The (1986)",90768,24086.0
"Fly, The (1958)",51622,11815.0
"Fly, The (1986)",91064,9426.0
"Fly II, The (1989)",97368,10344.0
Running Scared (1986),91875,15698.0
Armed and Dangerous (1986),90660,2620.0
"Texas Chainsaw Massacre, The (1974)",72271,30497.0
"Texas Chainsaw Massacre 2, The (1986)",92076,16337.0
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),110978,16780.0
Ruthless People (1986),91877,12151.0
Deadly Friend (1986),90917,33278.0
"Name of the Rose, The (Name der Rose, Der) (1986)",91605,192.0
Jumpin' Jack Flash (1986),91306,10945.0
Peggy Sue Got Married (1986),91738,10013.0
Crocodile Dundee (1986),90555,9671.0
Crocodile Dundee II (1988),92493,9396.0
Tough Guys (1986),92105,11038.0
Soul Man (1986),91991,12278.0
"Color of Money, The (1986)",90863,11873.0
52 Pick-Up (1986),90567,18588.0
Heartbreak Ridge (1986),91187,10015.0
Firewalker (1986),91055,12715.0
¡Three Amigos! (1986),92086,8388.0
My Name Is Joe (1998),151691,8129.0
Still Crazy (1998),149151,1618.0
"Day of the Beast, The (Día de la Bestia, El) (1995)",112922,10722.0
She's All That (1999),160862,10314.0
Peeping Tom (1960),54167,11167.0
Payback (1999),120784,2112.0
Simply Irresistible (1999),145893,16172.0
20 Dates (1998),138987,111794.0
"Harmonists, The (1997)",128133,9524.0
"Last Days, The (1998)",174852,20595.0
"Fantastic Planet, The (Planète sauvage, La) (1973)",70544,16306.0
Blast from the Past (1999),124298,11622.0
Message in a Bottle (1999),139462,10207.0
My Favorite Martian (1999),120764,9849.0
Jawbreaker (1999),155776,18892.0
October Sky (1999),132477,13466.0
Office Space (1999),151804,1542.0
"Apple, The (Sib) (1998)",156901,43978.0
200 Cigarettes (1999),137338,15256.0
8MM (1999),134273,8224.0
"Other Sister, The (1999)",123209,18417.0
"Long Goodbye, The (1973)",70334,1847.0
"Ballad of Narayama, The (Narayama bushiko) (1983)",84390,42113.0
Pet Sematary (1989),98084,8913.0
Pet Sematary II (1992),105128,10906.0
Children of the Corn II: The Final Sacrifice (1993),106557,25748.0
Children of the Corn III (1994),109415,25749.0
Christine (1983),85333,8769.0
Night Shift (1982),84412,14742.0
Airport (1970),65377,10671.0
Airport 1975 (1974),71110,27932.0
Airport '77 (1977),75648,7227.0
Rollercoaster (1977),76636,10670.0
"Towering Inferno, The (1974)",72308,5919.0
Alligator (1980),80354,33518.0
Meteor (1979),79550,40160.0
Westworld (1973),70909,2362.0
Logan's Run (1976),74812,10803.0
Planet of the Apes (1968),63442,871.0
Beneath the Planet of the Apes (1970),65462,1685.0
Battle for the Planet of the Apes (1973),69768,1705.0
Conquest of the Planet of the Apes (1972),68408,1688.0
Escape from the Planet of the Apes (1971),67065,1687.0
Avalanche (1978),77189,166680.0
Earthquake (1974),71455,11123.0
Beyond the Poseidon Adventure (1979),78856,31638.0
Dancemaker (1998),175550,113286.0
Analyze This (1999),122933,9535.0
"Corruptor, The (1999)",142192,9455.0
Cruel Intentions (1999),139134,796.0
"Lock, Stock & Two Smoking Barrels (1998)",120735,100.0
"School of Flesh, The (École de la chair, L') (1998)",157208,77936.0
"Deep End of the Ocean, The (1999)",120646,30943.0
"Rage: Carrie 2, The (1999)",144814,7341.0
Wing Commander (1999),131646,10350.0
"Haunting, The (1963)",57129,11772.0
Dead Ringers (1988),94964,9540.0
My Boyfriend's Back (1993),107626,31503.0
Village of the Damned (1960),54443,11773.0
Children of the Damned (1963),56931,30202.0
Baby Geniuses (1999),118665,22345.0
I Stand Alone (Seul contre tous) (1998),157016,1567.0
Forces of Nature (1999),141098,1641.0
"King and I, The (1999)",160429,47288.0
Ravenous (1999),129332,10212.0
True Crime (1999),139668,10354.0
Dangerous Beauty (1998),118892,8583.0
"King and I, The (1956)",49408,16520.0
Doug's 1st Movie (1999),187819,16508.0
EDtv (1999),131369,11374.0
"Mod Squad, The (1999)",120757,16379.0
"Walk on the Moon, A (1999)",120613,28029.0
"Matrix, The (1999)",133093,603.0
10 Things I Hate About You (1999),147800,4951.0
Tango (1998),120274,65749.0
"Out-of-Towners, The (1999)",129280,8970.0
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",120449,9840.0
Metroland (1997),119665,30950.0
Following (1998),154506,11660.0
Go (1999),139239,9430.0
Never Been Kissed (1999),151738,11355.0
Twin Dragons (Shuang long hui) (1992),105399,18764.0
Cookie's Fortune (1999),126250,9465.0
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",133363,1414.0
Goodbye Lover (1999),119219,49981.0
Life (1999),123964,6522.0
Friends & Lovers (1999),143261,114719.0
Hideous Kinky (1998),136244,10209.0
"Monster, The (Mostro, Il) (1994)",110570,22826.0
Open Your Eyes (Abre los ojos) (1997),125659,1902.0
SLC Punk! (1998),133189,6396.0
Lost & Found (1999),120836,39964.0
Pushing Tin (1999),120797,12596.0
Election (1999),126886,9451.0
eXistenZ (1999),120907,1946.0
Entrapment (1999),137494,1844.0
Idle Hands (1999),138510,6552.0
Get Real (1998),162973,24584.0
"King of Masks, The (Bian Lian) (1996)",115669,25471.0
"Winslow Boy, The (1999)",155388,28519.0
Mildred Pierce (1945),37913,3309.0
Night of the Comet (1984),87799,18462.0
Chopping Mall (a.k.a. Killbots) (1986),90837,28941.0
My Science Project (1985),89652,18252.0
Dick Tracy (1990),99422,8592.0
"Mummy, The (1999)",120616,564.0
"Castle, The (1997)",118826,13852.0
This Is My Father (1998),120865,25232.0
William Shakespeare's A Midsummer Night's Dream (1999),140379,10210.0
Trippin' (1999),160298,53862.0
After Life (Wandafuru raifu) (1998),165078,17962.0
Black Mask (Hak hap) (1996),115693,9460.0
Star Wars: Episode I - The Phantom Menace (1999),120915,1893.0
"Love Letter, The (1999)",166252,31342.0
Besieged (a.k.a. L' Assedio) (1998),149723,44297.0
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",59643,8785.0
"Mummy, The (1932)",23245,15849.0
"Mummy, The (1959)",53085,18990.0
Mommie Dearest (1981),82766,15660.0
Superman (1978),78346,1924.0
Superman II (1980),81573,8536.0
Superman III (1983),86393,9531.0
Superman IV: The Quest for Peace (1987),94074,11411.0
Dracula (1931),21814,138.0
Frankenstein (1931),21884,3035.0
Frankenstein Meets the Wolf Man (1943),35899,3076.0
"Curse of Frankenstein, The (1957)",50280,3079.0
"Wolf Man, The (1941)",34398,13666.0
Howling II: Your Sister Is a Werewolf (1985),89308,29794.0
Tarantula (1955),48696,9077.0
"Rocky Horror Picture Show, The (1975)",73629,36685.0
It Came from Hollywood (1982),84156,30168.0
"Thing from Another World, The (1951)",44121,10785.0
It Came from Outer Space (1953),45920,19483.0
"War of the Worlds, The (1953)",46534,8974.0
Invasion of the Body Snatchers (1956),49366,11549.0
Earth vs. the Flying Saucers (1956),49169,18158.0
Swamp Thing (1982),84745,17918.0
Pork Chop Hill (1959),53183,37305.0
Run Silent Run Deep (1958),52151,18784.0
Notting Hill (1999),125439,509.0
"Thirteenth Floor, The (1999)",139809,1090.0
"Loss of Sexual Innocence, The (1999)",126859,15059.0
Instinct (1999),128278,12117.0
Buena Vista Social Club (1999),186508,11779.0
Free Enterprise (1998),141105,13533.0
Limbo (1999),164085,62676.0
Austin Powers: The Spy Who Shagged Me (1999),145660,817.0
"Red Violin, The (Violon rouge, Le) (1998)",120802,14283.0
Tarzan (1999),120855,37135.0
"General's Daughter, The (1999)",144214,2275.0
"Ideal Husband, An (1999)",122541,24137.0
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",120731,10376.0
Run Lola Run (Lola rennt) (1998),130827,104.0
Trekkies (1997),120370,15800.0
Big Daddy (1999),142342,9032.0
"Boys, The (1998)",139898,13821.0
"Dinner Game, The (Dîner de cons, Le) (1998)",119038,9421.0
My Son the Fanatic (1997),119743,55955.0
Zone 39 (1997),120554,67067.0
Arachnophobia (1990),99052,6488.0
"South Park: Bigger, Longer and Uncut (1999)",158983,9473.0
Wild Wild West (1999),120891,8487.0
Summer of Sam (1999),162677,10279.0
American Pie (1999),163651,2105.0
Arlington Road (1999),137363,1073.0
"Autumn Tale, An (Conte d'automne) (1998)",137439,10239.0
Muppets From Space (1999),158811,10208.0
"Blair Witch Project, The (1999)",185937,2667.0
Eyes Wide Shut (1999),120663,345.0
Lake Placid (1999),139414,9825.0
Ghostbusters (a.k.a. Ghost Busters) (1984),87332,620.0
Ghostbusters II (1989),97428,2978.0
Drop Dead Gorgeous (1999),157503,10490.0
"Haunting, The (1999)",171363,11618.0
Inspector Gadget (1999),141369,332.0
Deep Blue Sea (1999),149261,8914.0
Mystery Men (1999),132347,9824.0
Runaway Bride (1999),163187,4806.0
Twin Falls Idaho (1999),162830,33430.0
"Killing, The (1956)",49406,247.0
Killer's Kiss (1955),48254,10056.0
Spartacus (1960),54331,967.0
Lolita (1962),56193,802.0
Barry Lyndon (1975),72684,3175.0
"400 Blows, The (Les quatre cents coups) (1959)",53198,147.0
Jules and Jim (Jules et Jim) (1961),55032,1628.0
Vibes (1988),96378,21185.0
"Mosquito Coast, The (1986)",91557,11120.0
"Golden Child, The (1986)",91129,10136.0
Brighton Beach Memoirs (1986),90774,32060.0
Assassination (1987),92585,48686.0
Crimes of the Heart (1986),90886,48259.0
"Color Purple, The (1985)",88939,873.0
"Kindred, The (1986)",91343,48660.0
No Mercy (1986),91637,26789.0
Ménage (Tenue de soirée) (1986),92068,3934.0
Native Son (1986),91613,108312.0
Otello (1986),91699,198469.0
"Mission, The (1986)",91530,11416.0
Little Shop of Horrors (1986),91419,10776.0
"Little Shop of Horrors, The (1960)",54033,24452.0
Allan Quatermain and the Lost City of Gold (1987),92534,9710.0
"Morning After, The (1986)",91554,31924.0
Radio Days (1987),93818,30890.0
From the Hip (1987),93051,24081.0
Outrageous Fortune (1987),93690,20242.0
Deadtime Stories (1987),92850,66194.0
Frances (1982),83967,3526.0
Dick (1999),144168,16406.0
"Iron Giant, The (1999)",129167,10386.0
"Sixth Sense, The (1999)",167404,745.0
"Thomas Crown Affair, The (1999)",155267,913.0
"Thomas Crown Affair, The (1968)",63688,912.0
"Acid House, The (1998)",122515,12229.0
"Adventures of Sebastian Cole, The (1998)",168449,67323.0
"Yards, The (2000)",138946,19457.0
Bowfinger (1999),131325,11353.0
Brokedown Palace (1999),120620,17707.0
Detroit Rock City (1999),165710,9781.0
Better Than Chocolate (1999),168987,18212.0
Head On (1998),138487,13817.0
Heaven Can Wait (1978),77663,12185.0
Pit and the Pendulum (1961),55304,28501.0
"Masque of the Red Death, The (1964)",58333,25319.0
Haunted Honeymoon (1986),91178,24103.0
Cat's Eye (1985),88889,10552.0
Monty Python's And Now for Something Completely Different (1971),66765,9267.0
Damien: Omen II (1978),77394,10766.0
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",82377,10768.0
Airplane! (1980),80339,813.0
Airplane II: The Sequel (1982),83530,2665.0
"American Werewolf in Paris, An (1997)",118604,9406.0
European Vacation (aka National Lampoon's European Vacation) (1985),89670,11418.0
National Lampoon's Vacation (1983),85995,11153.0
Funny Farm (1988),95188,14170.0
Big (1988),94737,2280.0
Problem Child (1990),100419,11077.0
Problem Child 2 (1991),102719,28597.0
Little Nemo: Adventures in Slumberland (1992),104740,22611.0
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),119843,39780.0
Tequila Sunrise (1988),96244,10396.0
"Pelican Brief, The (1993)",107798,9944.0
"Christmas Story, A (1983)",85334,850.0
Mickey Blue Eyes (1999),130121,10154.0
Teaching Mrs. Tingle (1999),133046,10342.0
Universal Soldier: The Return (1999),176269,10366.0
Universal Soldier (1992),105698,9349.0
Perfect Blue (1997),156887,10494.0
In Too Deep (1999),160401,22314.0
"Source, The (1999)",181833,51679.0
Iron Eagle (1986),91278,11037.0
Iron Eagle II (1988),95382,11955.0
Aces: Iron Eagle III (1992),103617,2038.0
Iron Eagle IV (1995),113438,28737.0
Three Days of the Condor (3 Days of the Condor) (1975),73802,11963.0
Hamlet (1964),58175,141489.0
Medicine Man (1992),104839,9096.0
On the Ropes (1999),181733,113273.0
"13th Warrior, The (1999)",120657,1911.0
"Astronaut's Wife, The (1999)",138304,2900.0
Dudley Do-Right (1999),160236,17709.0
"Muse, The (1999)",164108,37718.0
Chill Factor (1999),163579,2162.0
Outside Providence (1999),125971,14578.0
Bedrooms & Hallways (1998),126810,40694.0
West Beirut (West Beyrouth) (1998),157183,49184.0
Stigmata (1999),145531,10307.0
Stir of Echoes (1999),164181,11601.0
"Black Cat, White Cat (Crna macka, beli macor) (1998)",118843,1075.0
"Minus Man, The (1999)",151582,21719.0
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",97050,47951.0
Only Angels Have Wings (1939),31762,43832.0
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",45251,47697.0
Saturn 3 (1980),81454,
"Soldier's Story, A (1984)",88146,26522.0
I Saw What You Did (1965),59297,28295.0
Yellow Submarine (1968),63823,12105.0
American Beauty (1999),169547,14.0
Stop Making Sense (1984),88178,24128.0
Blue Streak (1999),181316,11001.0
For Love of the Game (1999),126916,10390.0
Caligula (1979),80491,9453.0
"Hard Day's Night, A (1964)",58182,704.0
Sugar Town (1999),173390,142132.0
"Buddy Holly Story, The (1978)",77280,24153.0
Fright Night (1985),89175,11797.0
Fright Night Part II (1988),97390,18086.0
Barefoot in the Park (1967),61385,17887.0
Deliverance (1972),68473,10669.0
Excalibur (1981),82348,11527.0
"Pajama Game, The (1957)",50814,40867.0
Sommersby (1993),108185,1049.0
Thumbelina (1994),111419,28032.0
Tommy (1975),73812,11326.0
Hell Night (1981),82511,28377.0
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),99558,10975.0
Armour of God (Long xiong hu di) (1987),91431,10974.0
Double Jeopardy (1999),150377,10398.0
Jakob the Liar (1999),120716,2290.0
Mumford (1999),140397,24071.0
Dog Park (1998),129884,62994.0
Guinevere (1999),160338,60994.0
"Adventures of Elmo in Grouchland, The (1999)",159421,16112.0
Simon Sez (1999),168172,32305.0
Drive Me Crazy (1999),164114,14429.0
"Mystery, Alaska (1999)",134618,15198.0
Three Kings (1999),120188,6415.0
"Happy, Texas (1999)",162360,24066.0
New Rose Hotel (1998),133122,21430.0
Plunkett & MaCleane (1999),134033,10381.0
Romance (1999),194314,171982.0
Alvarez Kelly (1966),60095,60285.0
And the Ship Sails On (E la nave va) (1983),87188,5622.0
"Dark Half, The (1993)",106664,10349.0
Gulliver's Travels (1939),31397,42518.0
Monkey Shines (1988),95652,29787.0
Phantasm (1979),79714,9638.0
Psycho II (1983),86154,10576.0
Psycho III (1986),91799,12662.0
Sanjuro (Tsubaki Sanjûrô) (1962),56443,11712.0
Random Hearts (1999),156934,12618.0
Superstar (1999),167427,13824.0
Boys Don't Cry (1999),171804,226.0
"Limey, The (1999)",165854,10388.0
Risky Business (1983),86200,9346.0
Total Recall (1990),100802,861.0
Body Heat (1981),82089,14412.0
Ferris Bueller's Day Off (1986),91042,9377.0
"Year of Living Dangerously, The (1982)",86617,11541.0
High Plains Drifter (1973),68699,11901.0
Hang 'Em High (1968),61747,4929.0
Drunken Master (Jui kuen) (1978),80179,11230.0
"Conformist, The (Conformista, Il) (1970)",65571,8416.0
Hairspray (1988),95270,11054.0
Brief Encounter (1946),37558,851.0
"Razor's Edge, The (1984)",87980,24453.0
Reds (1981),82979,18254.0
Return with Honor (1998),176093,56235.0
Time of the Gypsies (Dom za vesanje) (1989),97223,20123.0
Days of Heaven (1978),77405,16642.0
"Lady Eve, The (1941)",33804,3086.0
Sullivan's Travels (1941),34240,16305.0
"Palm Beach Story, The (1942)",35169,32255.0
Niagara (1953),46126,19997.0
Gilda (1946),38559,3767.0
South Pacific (1958),52225,17352.0
Flashdance (1983),85549,535.0
Indochine (1992),104507,2731.0
"Dirty Dozen, The (1967)",61578,1654.0
Help! (1965),59260,14831.0
Goldfinger (1964),58150,658.0
From Russia with Love (1963),57076,657.0
Dr. No (1962),55928,646.0
"Blue Lagoon, The (1980)",80453,5689.0
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",58461,391.0
Sydney (Hard Eight) (1996),119256,8052.0
Home Alone 2: Lost in New York (1992),104431,772.0
Someone to Watch Over Me (1987),94008,31650.0
Fight Club (1999),137523,550.0
"Story of Us, The (1999)",160916,12220.0
Fever Pitch (1997),119114,1610.0
Julien Donkey-Boy (1999),192194,42881.0
"Omega Code, The (1999)",203408,29064.0
"Straight Story, The (1999)",166896,404.0
"Bad Seed, The (1956)",48977,42196.0
Time Bandits (1981),81633,36819.0
"Man and a Woman, A (Un homme et une femme) (1966)",61138,42726.0
Fitzcarraldo (1982),83946,9343.0
All That Jazz (1979),78754,16858.0
Red Sorghum (Hong gao liang) (1987),93206,42006.0
Crimes and Misdemeanors (1989),97123,11562.0
Bats (1999),200469,10496.0
"Best Man, The (1999)",168501,16162.0
Bringing Out the Dead (1999),163988,8649.0
Crazy in Alabama (1999),142201,31306.0
Three to Tango (1999),144640,10563.0
Body Shots (1999),172627,14484.0
"Guardian, The (1990)",99710,32043.0
"Ipcress File, The (1965)",59319,15247.0
On Any Sunday (1971),67527,29251.0
RoboCop (1987),93870,5548.0
RoboCop 2 (1990),100502,5549.0
Who Framed Roger Rabbit? (1988),96438,856.0
Melvin and Howard (1980),81150,38772.0
For Your Eyes Only (1981),82398,699.0
Licence to Kill (1989),97742,709.0
Live and Let Die (1973),70328,253.0
Rawhead Rex (1986),91829,13511.0
Thunderball (1965),59800,660.0
House on Haunted Hill (1999),185371,11377.0
Music of the Heart (1999),166943,26149.0
Being John Malkovich (1999),120601,492.0
Princess Mononoke (Mononoke-hime) (1997),119698,128.0
My Best Fiend (Mein liebster Feind) (1999),200849,8672.0
Train of Life (Train de vie) (1998),170705,8056.0
"Bachelor, The (1999)",120596,2020.0
"Bone Collector, The (1999)",145681,9481.0
"Insider, The (1999)",140352,9008.0
American Movie (1999),181288,14242.0
Last Night (1998),156729,16129.0
Rosetta (1999),200071,11489.0
"They Shoot Horses, Don't They? (1969)",65088,28145.0
Bride of Re-Animator (1990),99180,18111.0
Bustin' Loose (1981),82121,31361.0
Coma (1978),77355,11223.0
Creepshow (1982),83767,16281.0
Creepshow 2 (1987),92796,16288.0
Re-Animator (1985),89885,1694.0
Drugstore Cowboy (1989),97240,476.0
Falling Down (1993),106856,37094.0
"Funhouse, The (1981)",82427,13555.0
"General, The (1926)",17925,961.0
Piranha (1978),78087,24831.0
"Taming of the Shrew, The (1967)",61407,25560.0
Nighthawks (1981),82817,21610.0
Yojimbo (1961),55630,11878.0
Repossessed (1990),100475,11510.0
"Omega Man, The (1971)",67525,11234.0
Spaceballs (1987),94012,957.0
Robin Hood (1973),70608,11886.0
Mister Roberts (1955),48380,37853.0
"Quest for Fire (Guerre du feu, La) (1981)",82484,62204.0
Little Big Man (1970),65988,11040.0
"Face in the Crowd, A (1957)",50371,21849.0
Trading Places (1983),86465,1621.0
Meatballs (1979),79540,14035.0
Meatballs Part II (1984),87700,40771.0
Meatballs III (1987),93516,40772.0
Meatballs 4 (1992),104837,40773.0
Dead Again (1991),101669,11498.0
Peter's Friends (1992),105130,11790.0
"Incredibly True Adventure of Two Girls in Love, The (1995)",113416,29371.0
Under the Rainbow (1981),83254,47941.0
Anywhere But Here (1999),149691,21349.0
Dogma (1999),120655,1832.0
"Messenger: The Story of Joan of Arc, The (1999)",151137,10047.0
Pokémon: The First Movie (1998),190641,10228.0
Felicia's Journey (1999),165773,47692.0
Oxygen (1999),160620,18561.0
Where's Marlowe? (1998),118150,144953.0
"Commitments, The (1991)",101605,11663.0
Holiday Inn (1942),34862,13485.0
"Longest Day, The (1962)",56197,9289.0
Poison Ivy (1992),105156,9264.0
Poison Ivy: New Seduction (1997),119908,18222.0
Tora! Tora! Tora! (1970),66473,11165.0
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),95675,4203.0
"Verdict, The (1982)",84855,24226.0
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",86856,11379.0
Stand and Deliver (1988),94027,29154.0
Moonstruck (1987),93565,2039.0
"Sandpiper, The (1965)",59674,77915.0
Jeremiah Johnson (1972),68762,11943.0
Repulsion (1965),59646,11481.0
Irma la Douce (1963),57187,2690.0
42 Up (1998),164312,20565.0
Liberty Heights (1999),165859,27141.0
Mansfield Park (1999),178737,10399.0
Sleepy Hollow (1999),162661,2668.0
"World Is Not Enough, The (1999)",143145,36643.0
All About My Mother (Todo sobre mi madre) (1999),185125,99.0
Babes in Toyland (1934),24852,25898.0
Scrooged (1988),96061,9647.0
Harvey (1950),42546,11787.0
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),40522,5156.0
Matewan (1987),93509,24276.0
Kagemusha (1980),80979,11953.0
McCabe & Mrs. Miller (1971),67411,29005.0
Maurice (1987),93512,26371.0
"Grapes of Wrath, The (1940)",32551,596.0
My Man Godfrey (1957),50738,52470.0
"Shop Around the Corner, The (1940)",33045,20334.0
"Natural, The (1984)",87781,11393.0
Shampoo (1975),73692,31121.0
"River Runs Through It, A (1992)",105265,293.0
Fatal Attraction (1987),93010,10998.0
Jagged Edge (1985),89360,12235.0
Stanley & Iris (1990),100680,36094.0
Midnight Run (1988),95631,9013.0
Awakenings (1990),99077,11005.0
Come See the Paradise (1990),99291,59820.0
Backdraft (1991),101393,2924.0
"Fisher King, The (1991)",101889,177.0
"River, The (1984)",88007,38557.0
Places in the Heart (1984),87921,13681.0
'night Mother (1986),90556,34760.0
End of Days (1999),146675,9946.0
Toy Story 2 (1999),120363,863.0
Flawless (1999),155711,31582.0
Ride with the Devil (1999),134154,22267.0
"Distinguished Gentleman, The (1992)",104114,10411.0
"End of the Affair, The (1999)",172396,20024.0
Holy Smoke (1999),144715,13787.0
Sweet and Lowdown (1999),158371,9684.0
Bonfire of the Vanities (1990),99165,9586.0
Daddy Long Legs (1919),10040,70801.0
Grand Illusion (La grande illusion) (1937),28950,777.0
"Great Santini, The (1979)",79239,21887.0
Stealing Home (1988),96171,32331.0
"Two Jakes, The (1990)",100828,32669.0
U2: Rattle and Hum (1988),96328,18161.0
Hell in the Pacific (1968),63056,31681.0
Cradle Will Rock (1999),150216,32274.0
Deuce Bigalow: Male Gigolo (1999),205000,10402.0
"Green Mile, The (1999)",120689,497.0
"Cider House Rules, The (1999)",124315,1715.0
"War Zone, The (1999)",141974,42739.0
"Last Picture Show, The (1971)",67328,25188.0
"7th Voyage of Sinbad, The (1958)",51337,15515.0
Anna and the King (1999),166485,1439.0
Bicentennial Man (1999),182789,2277.0
Stuart Little (1999),164912,10137.0
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",162866,10387.0
Fantasia 2000 (1999),120910,49948.0
Magnolia (1999),175880,334.0
Onegin (1999),119079,30237.0
Simpatico (1999),174204,50116.0
Topsy-Turvy (1999),151568,46435.0
Boiling Point (1993),106455,22213.0
Carnal Knowledge (1971),66892,36492.0
Easy Rider (1969),64276,624.0
The Falcon and the Snowman (1985),87231,26578.0
Room at the Top (1959),53226,43103.0
Any Given Sunday (1999),146838,9563.0
Man on the Moon (1999),125664,1850.0
Galaxy Quest (1999),177789,926.0
"Talented Mr. Ripley, The (1999)",134119,1213.0
Next Friday (2000),195945,10471.0
"Hurricane, The (1999)",174856,10400.0
Angela's Ashes (1999),145653,10397.0
Titus (1999),120866,12524.0
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",192335,28216.0
"Third Miracle, The (1999)",174268,36773.0
Snow Falling on Cedars (1999),120834,10219.0
"Girl, Interrupted (1999)",172493,3558.0
My Dog Skip (1999),156812,17908.0
Supernova (2000),134983,10384.0
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",169302,48233.0
"Way We Were, The (1973)",70903,10236.0
Stalag 17 (1953),46359,632.0
"Presidio, The (1988)",95897,11851.0
Papillon (1973),70511,5924.0
"Last Detail, The (1973)",70290,14886.0
Five Easy Pieces (1970),65724,26617.0
Dead Calm (1989),97162,10493.0
"Boys from Brazil, The (1978)",77269,16241.0
Against All Odds (1984),86859,22160.0
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),107659,9644.0
Fast Times at Ridgemont High (1982),83929,13342.0
"Cry in the Dark, A (1988)",94924,35119.0
Batman: Mask of the Phantasm (1993),106364,14919.0
American Flyers (1985),88707,14040.0
"Star Is Born, A (1937)",29606,22692.0
Pacific Heights (1990),100318,2990.0
"Draughtsman's Contract, The (1982)",83851,10831.0
"Zed & Two Noughts, A (1985)",90366,33078.0
Woman in the Dunes (Suna no onna) (1964),58625,16672.0
Down to You (2000),186975,10472.0
"Odessa File, The (1974)",71935,21489.0
Where the Buffalo Roam (1980),81748,13005.0
Eye of the Beholder (1999),120662,18681.0
"Big Tease, The (1999)",156639,20468.0
"Cup, The (Phörpa) (1999)",201840,14521.0
Encino Man (1992),104187,10406.0
"Goodbye Girl, The (1977)",76095,14741.0
Malcolm X (1992),104797,1883.0
Sister Act (1992),105417,2005.0
Sister Act 2: Back in the Habit (1993),108147,6279.0
"Hand That Rocks the Cradle, The (1992)",104389,11087.0
Alive (1993),106246,7305.0
Agnes of God (1985),88683,24735.0
Scent of a Woman (1992),105323,9475.0
Wayne's World (1992),105793,8872.0
Wayne's World 2 (1993),108525,8873.0
"League of Their Own, A (1992)",104694,11287.0
Patriot Games (1992),105112,9869.0
"Bodyguard, The (1992)",103855,619.0
Death Becomes Her (1992),104070,9374.0
Far and Away (1992),104231,11259.0
Howards End (1992),104454,8293.0
Singles (1992),105415,11068.0
Twin Peaks: Fire Walk with Me (1992),105665,1923.0
White Men Can't Jump (1992),105812,10158.0
Buffy the Vampire Slayer (1992),103893,10206.0
Hard-Boiled (Lat sau san taam) (1992),104684,11782.0
Man Bites Dog (C'est arrivé près de chez vous) (1992),103905,10086.0
"Mariachi, El (1992)",104815,9367.0
Stop! Or My Mom Will Shoot (1992),105477,9876.0
Forever Young (1992),104291,10326.0
"Cutting Edge, The (1992)",104040,16562.0
Of Mice and Men (1992),105046,9609.0
Bad Lieutenant (1992),103759,12143.0
Scream 3 (2000),134084,4234.0
Single White Female (1992),105414,9605.0
"Boondock Saints, The (2000)",144117,8374.0
Gun Shy (2000),171356,29076.0
"Baby, The (1973)",69754,28156.0
"Brandon Teena Story, The (1998)",144801,113096.0
Minnie and Moskowitz (1971),67433,24349.0
They Might Be Giants (1971),67848,27841.0
"Beach, The (2000)",163978,1907.0
Snow Day (2000),184907,15489.0
"Tigger Movie, The (2000)",220099,15655.0
Not One Less (Yi ge dou bu neng shao) (1999),209189,36210.0
Eaten Alive (1977),74455,30062.0
Raining Stones (1993),107920,62463.0
To Sir with Love (1967),62376,25934.0
Boiler Room (2000),181984,14181.0
Hanging Up (2000),162983,10385.0
Pitch Black (2000),134847,2787.0
"Whole Nine Yards, The (2000)",190138,2069.0
Beautiful People (1999),159272,61416.0
Black Tar Heroin: The Dark End of the Street (2000),221023,79515.0
"Circus, The (1928)",18773,28978.0
City Lights (1931),21749,901.0
"Flamingo Kid, The (1984)",87265,25010.0
"Kid, The (1921)",12349,10098.0
Class Reunion (1982),84395,33374.0
Happy Go Lovely (1951),43618,127602.0
Reindeer Games (2000),184858,2155.0
